complexName,articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,realtorName,realtorId,dong
더샵송도센텀하이브B,2536816179,더샵송도센텀하이브,월세,"1,000",130,고/29,132,63,남동향,20250710,센텀첫입주 2룸 막힘없는시티뷰 전입불가 부가세없음 잔금완료 역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537665063,더샵송도센텀하이브,월세,"5,000",100,20/29,132,63,남향,20250712,전입가능호수뷰.남향,대방백년공인중개사사무소,cjh1741,
더샵송도센텀하이브B,2537624959,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,남동향,20250712,"10억보증보험가입,시티뷰,역세권, 복층, 2룸, 수납공간 많음, 전입가능",우대빵부동산할인수수료공인중개사사무소,leemw8179,
더샵송도센텀하이브B,2537615473,더샵송도센텀하이브,매매,"3억 3,440",,16/29,131,62,북동향,20250712,"계포,부포,추가3천",대방백년공인중개사사무소,cjh1741,
더샵송도센텀하이브B,2537538276,더샵송도센텀하이브,매매,"4억 1,517",,24/29,136,64,남서향,20250712,,대방백년공인중개사사무소,cjh1741,
더샵송도센텀하이브B,2537609096,더샵송도센텀하이브,매매,"3억 2,800",,15/29,136,64,북동향,20250712,계포.부포.추가4천.센팍뷰,대방백년공인중개사사무소,cjh1741,
더샵송도센텀하이브B,2537421515,더샵송도센텀하이브,월세,"2,000",120,13/29,132,63,남동향,20250711,,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2537415871,더샵송도센텀하이브,월세,"2,000",110,20/29,131,62,남서향,20250711,,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2534397975,더샵송도센텀하이브,전세,3억,,28/29,133,63,남동향,20250703,센텀신축첫입주 무융자 2룸2욕실 시티뷰 신혼부부강추 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2535680849,더샵송도센텀하이브,월세,"2,000",120,20/29,132,63,남동향,20250703,센텀신축첫입주 2룸 전입불가 사업자 시티뷰 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537402973,더샵송도센텀하이브,월세,"1,500",110,19/29,131,62,북동향,20250711,즉시입주 가능. 예쁜시티뷰. 수납공간 넓음 ,센텀나이스공인중개사사무소,55mangaya,B동
더샵송도센텀하이브B,2537497959,더샵송도센텀하이브,월세,"1,000",120,26/29,132,63,남향,20250711,사업자 부가세별도 센텀에서 가장 좋은뷰 가장 좋은 타입,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2537541527,더샵송도센텀하이브,월세,"2,000",120,16/29,131,62,남서향,20250712,전입x.사업자.남향.호수뷰,대방백년공인중개사사무소,cjh1741,
더샵송도센텀하이브B,2537361507,더샵송도센텀하이브,매매,"4억 2,620",,23/29,128,61,서향,20250711,"무피, 사업자물건, 포괄양도양수, 중도금승계, 가격협의가능 ",해든공인중개사사무소,hadden8949,B동
더샵송도센텀하이브B,2537530314,더샵송도센텀하이브,월세,"1,000",110,11/29,132,63,북서향,20250712,DD. 테라스있는 복층 2룸 오피스텔,부동산다름공인중개사사무소,7kbj169,
더샵송도센텀하이브B,2535470708,더샵송도센텀하이브,월세,"2,000",130,13/29,131,62,남서향,20250703,호수뷰 전입가능 중층으로 호불호없구요 빠른입주가능,한라시티부동산공인중개사사무소,officemate820516,B동
더샵송도센텀하이브B,2537391955,더샵송도센텀하이브,월세,"2,000",105,24/29,136,64,남동향,20250711,"부가세별도, 복층형 2룸, 첫입주, 저렴매물",친절한공인중개사사무소,m8310119,B동
더샵송도센텀하이브B,2537484217,더샵송도센텀하이브,월세,"1,500",110,11/29,132,63,동향,20250711, 잔금완납세대 전입안됨 사업자 시티뷰 뷰맛집 신축2룸 역세권 ,아크베이한길공인중개사사무소,hangil834557,B동
더샵송도센텀하이브B,2536526417,더샵송도센텀하이브,월세,"2,000",100,중/29,131,62,북동향,20250709,센텀신축 2룸 시티뷰 전입불가 부가세별도 옵션협의가능 더블역세권,센트로드강남공인중개사사무소,k8517500,B동
더샵송도센텀하이브B,2537455740,더샵송도센텀하이브,전세,"2억 4,000",,14/29,132,63,북동향,20250711,잔금완납 등기신청 등기부융무 시티뷰 방2 화장실2 다락방 수납풍부 ,대방시그니처공인중개사사무소,a7216688,B동
더샵송도센텀하이브B,2537470040,더샵송도센텀하이브,매매,"3억 6,654",,15/29,136,64,북동향,20250711,계포 부포 추가3천 복층2룸 역세권 생활권편리 거실넓은타입 작은방테라스,부동산중개공간,gonggan_songdo2,B동
더샵송도센텀하이브B,2537455434,더샵송도센텀하이브,월세,"2,000",120,17/29,132,63,북동향,20250711,전입안됨 부가세별도 시티뷰 복층2룸 화장실2 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2,B동
더샵송도센텀하이브B,2537466703,더샵송도센텀하이브,월세,"2,000",120,16/29,131,62,남서향,20250711,호수뷰 남서향 더블역세권 방2화2 거실 테라스 복층 전입불가,송도올림공인중개사사무소,alllim5545,B동
더샵송도센텀하이브B,2537443993,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,북서향,20250711,복층2룸hi. 전입가능. 여유 수납공간. 나노코팅. 줄눈. 금액조율가능,송도하이부동산공인중개사사무소,thdehgkdl,B동
더샵송도센텀하이브B,2537398856,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남향,20250711,"전입 가능, 신축 첫 입주, 방 2개 화장실 2개, 넓은 다락 수납 공간",송도에이스공인중개사사무소,ace760603,B동
더샵송도센텀하이브B,2537297528,더샵송도센텀하이브,매매,"4억 3,620",,15/29,136,64,북서향,20250711,복층2룸hi. 무피. 더블역세권 신축오피스텔. 조정가능,송도하이부동산공인중개사사무소,thdehgkdl,B동
더샵송도센텀하이브B,2537444242,더샵송도센텀하이브,월세,"1,500",140,22/29,131,62,남서향,20250711,복층2룸hi. 전입x 부가세별도. 시원한 호수뷰. 거실 테라스,송도하이부동산공인중개사사무소,thdehgkdl,B동
더샵송도센텀하이브B,2537349072,더샵송도센텀하이브,월세,"1,500",115,26/29,133,63,북동향,20250711,"2룸다락방, 더블역세권, 신축, 전입X, 부가세별도",당근공인중개사사무소,carrot1091,B동
